,question,question_id,question_type,answer
3,How to diagnose Hypogonadism ?,0002098-4,exams and tests,
4,What are the treatments for Hypogonadism ?,0002098-5,treatment,
5,What is the outlook for Hypogonadism ?,0002098-6,outlook,
6,What are the complications of Hypogonadism ?,0002098-7,complications,
7,Do I need to see a doctor for Hypogonadism ?,0002098-8,when to contact a medical professional,
8,How to prevent Hypogonadism ?,0002098-9,prevention,
0,What is (are) Hypogonadotropic hypogonadism ?,0002099-1,information,
1,What causes Hypogonadotropic hypogonadism ?,0002099-2,causes,
2,What are the symptoms of Hypogonadotropic hypogonadism ?,0002099-3,symptoms,
3,How to diagnose Hypogonadotropic hypogonadism ?,0002099-4,exams and tests,
4,What are the treatments for Hypogonadotropic hypogonadism ?,0002099-5,treatment,
5,What is the outlook for Hypogonadotropic hypogonadism ?,0002099-6,outlook,
6,What are the complications of Hypogonadotropic hypogonadism ?,0002099-7,complications,
7,Do I need to see a doctor for Hypogonadotropic hypogonadism ?,0002099-8,when to contact a medical professional,
0,What is (are) Hypokalemic periodic paralysis ?,0002100-1,information,
1,What causes Hypokalemic periodic paralysis ?,0002100-2,causes,
2,What are the symptoms of Hypokalemic periodic paralysis ?,0002100-3,symptoms,
3,How to diagnose Hypokalemic periodic paralysis ?,0002100-4,exams and tests,
4,What are the treatments for Hypokalemic periodic paralysis ?,0002100-5,treatment,
5,What is the outlook for Hypokalemic periodic paralysis ?,0002100-6,outlook,
6,What are the complications of Hypokalemic periodic paralysis ?,0002100-7,complications,
7,Do I need to see a doctor for Hypokalemic periodic paralysis ?,0002100-8,when to contact a medical professional,
8,How to prevent Hypokalemic periodic paralysis ?,0002100-9,prevention,
0,What is (are) Hypomelanosis of Ito ?,0002101-1,information,
1,What causes Hypomelanosis of Ito ?,0002101-2,causes,
2,What are the symptoms of Hypomelanosis of Ito ?,0002101-3,symptoms,
3,How to diagnose Hypomelanosis of Ito ?,0002101-4,exams and tests,
4,What are the treatments for Hypomelanosis of Ito ?,0002101-5,treatment,
5,What is the outlook for Hypomelanosis of Ito ?,0002101-6,outlook,
6,What are the complications of Hypomelanosis of Ito ?,0002101-7,complications,
7,Do I need to see a doctor for Hypomelanosis of Ito ?,0002101-8,when to contact a medical professional,
0,What is (are) Hypoparathyroidism ?,0002102-1,information,
1,What causes Hypoparathyroidism ?,0002102-2,causes,
2,What are the symptoms of Hypoparathyroidism ?,0002102-3,symptoms,
3,How to diagnose Hypoparathyroidism ?,0002102-4,exams and tests,
4,What are the treatments for Hypoparathyroidism ?,0002102-5,treatment,
5,What is the outlook for Hypoparathyroidism ?,0002102-6,outlook,
6,What are the complications of Hypoparathyroidism ?,0002102-7,complications,
7,Do I need to see a doctor for Hypoparathyroidism ?,0002102-8,when to contact a medical professional,
0,What is (are) Hypophosphatemia ?,0002103-1,information,
1,What causes Hypophosphatemia ?,0002103-2,causes,
2,What are the symptoms of Hypophosphatemia ?,0002103-3,symptoms,
3,How to diagnose Hypophosphatemia ?,0002103-4,exams and tests,
4,What are the treatments for Hypophosphatemia ?,0002103-5,treatment,
5,What is the outlook for Hypophosphatemia ?,0002103-6,outlook,
6,Do I need to see a doctor for Hypophosphatemia ?,0002103-7,when to contact a medical professional,
0,What is (are) Hypopituitarism ?,0002104-1,information,
1,What causes Hypopituitarism ?,0002104-2,causes,
2,What are the symptoms of Hypopituitarism ?,0002104-3,symptoms,
3,How to diagnose Hypopituitarism ?,0002104-4,exams and tests,
4,What are the treatments for Hypopituitarism ?,0002104-5,treatment,
5,What is the outlook for Hypopituitarism ?,0002104-6,outlook,
6,What are the complications of Hypopituitarism ?,0002104-7,complications,
7,Do I need to see a doctor for Hypopituitarism ?,0002104-8,when to contact a medical professional,
8,How to prevent Hypopituitarism ?,0002104-9,prevention,
0,What is (are) Hypoplastic left heart syndrome ?,0002105-1,information,
1,What causes Hypoplastic left heart syndrome ?,0002105-2,causes,
2,What are the symptoms of Hypoplastic left heart syndrome ?,0002105-3,symptoms,
3,How to diagnose Hypoplastic left heart syndrome ?,0002105-4,exams and tests,
4,What are the treatments for Hypoplastic left heart syndrome ?,0002105-5,treatment,
5,What is the outlook for Hypoplastic left heart syndrome ?,0002105-6,outlook,
6,What are the complications of Hypoplastic left heart syndrome ?,0002105-7,complications,
7,Do I need to see a doctor for Hypoplastic left heart syndrome ?,0002105-8,when to contact a medical professional,
8,How to prevent Hypoplastic left heart syndrome ?,0002105-9,prevention,
0,What is (are) Hypospadias ?,0002106-1,information,
1,What causes Hypospadias ?,0002106-2,causes,
2,What are the symptoms of Hypospadias ?,0002106-3,symptoms,
3,How to diagnose Hypospadias ?,0002106-4,exams and tests,
4,What are the treatments for Hypospadias ?,0002106-5,treatment,
5,What is the outlook for Hypospadias ?,0002106-6,outlook,
6,Do I need to see a doctor for Hypospadias ?,0002106-7,when to contact a medical professional,
0,Do you have information about Hypospadias repair,0002107-1,information,
0,Do you have information about Hypospadias repair - discharge,0002108-1,information,
0,What is (are) Hypothalamic dysfunction ?,0002109-1,information,
1,What causes Hypothalamic dysfunction ?,0002109-2,causes,
2,What are the symptoms of Hypothalamic dysfunction ?,0002109-3,symptoms,
3,How to diagnose Hypothalamic dysfunction ?,0002109-4,exams and tests,
4,What are the treatments for Hypothalamic dysfunction ?,0002109-5,treatment,
5,What is the outlook for Hypothalamic dysfunction ?,0002109-6,outlook,
6,What are the complications of Hypothalamic dysfunction ?,0002109-7,complications,
7,Do I need to see a doctor for Hypothalamic dysfunction ?,0002109-8,when to contact a medical professional,
8,How to prevent Hypothalamic dysfunction ?,0002109-9,prevention,
0,What is (are) Hypothalamic tumor ?,0002110-1,information,
1,What causes Hypothalamic tumor ?,0002110-2,causes,
2,What are the symptoms of Hypothalamic tumor ?,0002110-3,symptoms,
3,How to diagnose Hypothalamic tumor ?,0002110-4,exams and tests,
4,What are the treatments for Hypothalamic tumor ?,0002110-5,treatment,
5,Where to find support for people with Hypothalamic tumor ?,0002110-6,support groups,
6,What is the outlook for Hypothalamic tumor ?,0002110-7,outlook,
7,What are the complications of Hypothalamic tumor ?,0002110-8,complications,
8,Do I need to see a doctor for Hypothalamic tumor ?,0002110-9,when to contact a medical professional,
0,Do you have information about Hypothalamus,0002111-1,information,
0,What is (are) Hypothermia ?,0002112-1,information,
1,What to do for Hypothermia ?,0002112-2,considerations,
2,What causes Hypothermia ?,0002112-3,causes,
3,What are the symptoms of Hypothermia ?,0002112-4,symptoms,
4,What to do for Hypothermia ?,0002112-5,considerations,
5,What to do for Hypothermia ?,0002112-6,considerations,
6,Do I need to see a doctor for Hypothermia ?,0002112-7,when to contact a medical professional,
7,How to prevent Hypothermia ?,0002112-8,prevention,
0,What is (are) Hypothyroidism ?,0002113-1,information,
1,What causes Hypothyroidism ?,0002113-2,causes,
2,What are the symptoms of Hypothyroidism ?,0002113-3,symptoms,
3,How to diagnose Hypothyroidism ?,0002113-4,exams and tests,
4,What are the treatments for Hypothyroidism ?,0002113-5,treatment,
5,What is the outlook for Hypothyroidism ?,0002113-6,outlook,
6,What are the complications of Hypothyroidism ?,0002113-7,complications,
7,Do I need to see a doctor for Hypothyroidism ?,0002113-8,when to contact a medical professional,
0,What is (are) Hypotonia ?,0002114-1,information,
1,What to do for Hypotonia ?,0002114-2,considerations,
2,What causes Hypotonia ?,0002114-3,causes,
3,What to do for Hypotonia ?,0002114-4,considerations,
4,What is the outlook for Hypotonia ?,0002114-5,outlook,
0,What is (are) Hypoventilation ?,0002115-1,information,
0,What is (are) Hypovolemic shock ?,0002116-1,information,
1,What causes Hypovolemic shock ?,0002116-2,causes,
2,What are the symptoms of Hypovolemic shock ?,0002116-3,symptoms,
3,How to diagnose Hypovolemic shock ?,0002116-4,exams and tests,
4,What are the treatments for Hypovolemic shock ?,0002116-5,treatment,
5,What is the outlook for Hypovolemic shock ?,0002116-6,outlook,
6,What are the complications of Hypovolemic shock ?,0002116-7,complications,
7,Do I need to see a doctor for Hypovolemic shock ?,0002116-8,when to contact a medical professional,
8,How to prevent Hypovolemic shock ?,0002116-9,prevention,
0,Do you have information about Hysterectomy,0002117-1,information,
0,Do you have information about Hysterectomy - abdominal - discharge,0002118-1,information,
0,Do you have information about Hysterectomy - laparoscopic - discharge,0002119-1,information,
0,Do you have information about Hysterectomy - vaginal - discharge,0002120-1,information,
0,Do you have information about Hysterosalpingography,0002121-1,information,
0,Do you have information about Hysteroscopy,0002122-1,information,
0,Do you have information about Ibuprofen dosing for children,0002123-1,information,
0,What is (are) Ibuprofen overdose ?,0002124-1,information,
1,What are the symptoms of Ibuprofen overdose ?,0002124-4,symptoms,
2,What is the outlook for Ibuprofen overdose ?,0002124-7,outlook,
3,What is the outlook for Ibuprofen overdose ?,0002124-8,outlook,
0,What is (are) Ichthyosis vulgaris ?,0002125-1,information,
1,What causes Ichthyosis vulgaris ?,0002125-2,causes,
2,What are the symptoms of Ichthyosis vulgaris ?,0002125-3,symptoms,
3,How to diagnose Ichthyosis vulgaris ?,0002125-4,exams and tests,
4,What are the treatments for Ichthyosis vulgaris ?,0002125-5,treatment,
5,What is the outlook for Ichthyosis vulgaris ?,0002125-6,outlook,
6,What are the complications of Ichthyosis vulgaris ?,0002125-7,complications,
7,Do I need to see a doctor for Ichthyosis vulgaris ?,0002125-8,when to contact a medical professional,
0,What is (are) Idiopathic hypercalciuria ?,0002126-1,information,
0,What is (are) Idiopathic hypersomnia ?,0002127-1,information,
1,What causes Idiopathic hypersomnia ?,0002127-2,causes,
2,What are the symptoms of Idiopathic hypersomnia ?,0002127-3,symptoms,
3,How to diagnose Idiopathic hypersomnia ?,0002127-4,exams and tests,
4,What are the treatments for Idiopathic hypersomnia ?,0002127-5,treatment,
0,What is (are) Idiopathic livedo reticularis ?,0002128-1,information,
1,What are the treatments for Idiopathic livedo reticularis ?,0002128-2,treatment,
0,What is (are) Idiopathic pulmonary fibrosis ?,0002129-1,information,
1,What causes Idiopathic pulmonary fibrosis ?,0002129-2,causes,
2,What are the symptoms of Idiopathic pulmonary fibrosis ?,0002129-3,symptoms,
3,How to diagnose Idiopathic pulmonary fibrosis ?,0002129-4,exams and tests,
4,What are the treatments for Idiopathic pulmonary fibrosis ?,0002129-5,treatment,
5,Where to find support for people with Idiopathic pulmonary fibrosis ?,0002129-6,support groups,
6,What is the outlook for Idiopathic pulmonary fibrosis ?,0002129-7,outlook,
7,Do I need to see a doctor for Idiopathic pulmonary fibrosis ?,0002129-8,when to contact a medical professional,
0,What is (are) Idiopathic thrombocytopenic purpura (ITP) ?,0002130-1,information,
1,What causes Idiopathic thrombocytopenic purpura (ITP) ?,0002130-2,causes,
2,What are the symptoms of Idiopathic thrombocytopenic purpura (ITP) ?,0002130-3,symptoms,
3,How to diagnose Idiopathic thrombocytopenic purpura (ITP) ?,0002130-4,exams and tests,
4,What are the treatments for Idiopathic thrombocytopenic purpura (ITP) ?,0002130-5,treatment,
5,What is the outlook for Idiopathic thrombocytopenic purpura (ITP) ?,0002130-6,outlook,
6,What are the complications of Idiopathic thrombocytopenic purpura (ITP) ?,0002130-7,complications,
7,Do I need to see a doctor for Idiopathic thrombocytopenic purpura (ITP) ?,0002130-8,when to contact a medical professional,
8,How to prevent Idiopathic thrombocytopenic purpura (ITP) ?,0002130-9,prevention,
0,What is (are) IgA nephropathy ?,0002131-1,information,
1,What causes IgA nephropathy ?,0002131-2,causes,
2,What are the symptoms of IgA nephropathy ?,0002131-3,symptoms,
3,How to diagnose IgA nephropathy ?,0002131-4,exams and tests,
4,What are the treatments for IgA nephropathy ?,0002131-5,treatment,
5,Where to find support for people with IgA nephropathy ?,0002131-6,support groups,
6,What is the outlook for IgA nephropathy ?,0002131-7,outlook,
7,Do I need to see a doctor for IgA nephropathy ?,0002131-8,when to contact a medical professional,
0,Do you have information about Ileostomy,0002132-1,information,
0,Do you have information about Ileostomy - caring for your stoma,0002133-1,information,
0,Do you have information about Ileostomy - changing your pouch,0002134-1,information,
0,Do you have information about Ileostomy - discharge,0002135-1,information,
0,Do you have information about Ileostomy - what to ask your doctor,0002136-1,information,
0,Do you have information about Ileostomy and your child,0002137-1,information,
0,Do you have information about Ileostomy and your diet,0002138-1,information,
0,What is (are) Iliotibial band syndrome - aftercare ?,0002139-1,information,
1,What is (are) Iliotibial band syndrome - aftercare ?,0002139-2,information,
2,What is the outlook for Iliotibial band syndrome - aftercare ?,0002139-3,outlook,
3,Do I need to see a doctor for Iliotibial band syndrome - aftercare ?,0002139-7,when to contact a medical professional,
0,What is (are) Illness anxiety disorder ?,0002140-1,information,
1,What causes Illness anxiety disorder ?,0002140-2,causes,
2,What are the symptoms of Illness anxiety disorder ?,0002140-3,symptoms,
3,How to diagnose Illness anxiety disorder ?,0002140-4,exams and tests,
4,What are the treatments for Illness anxiety disorder ?,0002140-5,treatment,
5,What is the outlook for Illness anxiety disorder ?,0002140-6,outlook,
6,What are the complications of Illness anxiety disorder ?,0002140-7,complications,
7,Do I need to see a doctor for Illness anxiety disorder ?,0002140-8,when to contact a medical professional,
0,Do you have information about Imaging and radiology,0002141-1,information,
0,What is (are) Imipramine overdose ?,0002142-1,information,
1,What are the symptoms of Imipramine overdose ?,0002142-4,symptoms,
2,What is the outlook for Imipramine overdose ?,0002142-7,outlook,
3,What is the outlook for Imipramine overdose ?,0002142-8,outlook,
0,What is (are) Immune hemolytic anemia ?,0002143-1,information,
1,What causes Immune hemolytic anemia ?,0002143-2,causes,
2,What are the symptoms of Immune hemolytic anemia ?,0002143-3,symptoms,
3,How to diagnose Immune hemolytic anemia ?,0002143-4,exams and tests,
4,What are the treatments for Immune hemolytic anemia ?,0002143-5,treatment,
5,What is the outlook for Immune hemolytic anemia ?,0002143-6,outlook,
6,What are the complications of Immune hemolytic anemia ?,0002143-7,complications,
7,Do I need to see a doctor for Immune hemolytic anemia ?,0002143-8,when to contact a medical professional,
8,How to prevent Immune hemolytic anemia ?,0002143-9,prevention,
0,Do you have information about Immune response,0002144-1,information,
0,What is (are) Immunizations - diabetes ?,0002145-1,information,
0,What is (are) Immunodeficiency disorders ?,0002146-1,information,
1,What causes Immunodeficiency disorders ?,0002146-2,causes,
2,What are the symptoms of Immunodeficiency disorders ?,0002146-3,symptoms,
3,How to diagnose Immunodeficiency disorders ?,0002146-4,exams and tests,
4,What are the treatments for Immunodeficiency disorders ?,0002146-5,treatment,
5,What is the outlook for Immunodeficiency disorders ?,0002146-6,outlook,
6,What are the complications of Immunodeficiency disorders ?,0002146-7,complications,
7,Do I need to see a doctor for Immunodeficiency disorders ?,0002146-8,when to contact a medical professional,
8,How to prevent Immunodeficiency disorders ?,0002146-9,prevention,
0,Do you have information about Immunoelectrophoresis - blood,0002147-1,information,
0,Do you have information about Immunoelectrophoresis - urine,0002148-1,information,
0,Do you have information about Immunofixation - blood,0002149-1,information,
0,Do you have information about Immunofixation -- urine,0002150-1,information,
0,Do you have information about Immunotherapy: questions to ask your doctor,0002151-1,information,
0,What is (are) Impacted tooth ?,0002152-1,information,
1,What causes Impacted tooth ?,0002152-2,causes,
2,What are the symptoms of Impacted tooth ?,0002152-3,symptoms,
3,How to diagnose Impacted tooth ?,0002152-4,exams and tests,
4,What are the treatments for Impacted tooth ?,0002152-5,treatment,
5,What is the outlook for Impacted tooth ?,0002152-6,outlook,
6,What are the complications of Impacted tooth ?,0002152-7,complications,
7,Do I need to see a doctor for Impacted tooth ?,0002152-8,when to contact a medical professional,
0,What is (are) Imperforate anus ?,0002153-1,information,
1,What causes Imperforate anus ?,0002153-2,causes,
2,What are the symptoms of Imperforate anus ?,0002153-3,symptoms,
3,How to diagnose Imperforate anus ?,0002153-4,exams and tests,
4,What are the treatments for Imperforate anus ?,0002153-5,treatment,
5,What is the outlook for Imperforate anus ?,0002153-6,outlook,
6,Do I need to see a doctor for Imperforate anus ?,0002153-7,when to contact a medical professional,
7,How to prevent Imperforate anus ?,0002153-8,prevention,
0,Do you have information about Imperforate anus repair,0002154-1,information,
0,What is (are) Imperforate hymen ?,0002155-1,information,
1,How to diagnose Imperforate hymen ?,0002155-2,exams and tests,
2,What are the treatments for Imperforate hymen ?,0002155-3,treatment,
3,What are the treatments for Imperforate hymen ?,0002155-4,treatment,
4,Do I need to see a doctor for Imperforate hymen ?,0002155-5,when to contact a medical professional,
0,What is (are) Impetigo ?,0002156-1,information,
1,What causes Impetigo ?,0002156-2,causes,
2,What are the symptoms of Impetigo ?,0002156-3,symptoms,
3,How to diagnose Impetigo ?,0002156-4,exams and tests,
4,What are the treatments for Impetigo ?,0002156-5,treatment,
5,What is the outlook for Impetigo ?,0002156-6,outlook,
6,What are the complications of Impetigo ?,0002156-7,complications,
7,Do I need to see a doctor for Impetigo ?,0002156-8,when to contact a medical professional,
8,How to prevent Impetigo ?,0002156-9,prevention,
0,Do you have information about Implantable cardioverter defibrillator - discharge,0002157-1,information,
0,Do you have information about Implantable cardioverter-defibrillator,0002158-1,information,
0,Do you have information about In vitro fertilization (IVF),0002159-1,information,
0,What is (are) Inborn errors of metabolism ?,0002160-1,information,
0,Do you have information about Incense,0002161-1,information,
0,Do you have information about Incidence,0002162-1,information,
0,What is (are) Incontinence - resources ?,0002163-1,information,
0,What is (are) Incontinentia pigmenti ?,0002164-1,information,
1,What causes Incontinentia pigmenti ?,0002164-2,causes,
2,What are the symptoms of Incontinentia pigmenti ?,0002164-3,symptoms,
3,How to diagnose Incontinentia pigmenti ?,0002164-4,exams and tests,
4,What are the treatments for Incontinentia pigmenti ?,0002164-5,treatment,
5,What is the outlook for Incontinentia pigmenti ?,0002164-6,outlook,
6,Do I need to see a doctor for Incontinentia pigmenti ?,0002164-7,when to contact a medical professional,
7,How to prevent Incontinentia pigmenti ?,0002164-8,prevention,
0,What is (are) Increased head circumference ?,0002165-1,information,
1,What to do for Increased head circumference ?,0002165-2,considerations,
2,What causes Increased head circumference ?,0002165-3,causes,
3,Do I need to see a doctor for Increased head circumference ?,0002165-4,when to contact a medical professional,
4,What is the outlook for Increased head circumference ?,0002165-5,outlook,
0,What is (are) Increased intracranial pressure ?,0002166-1,information,
1,What causes Increased intracranial pressure ?,0002166-2,causes,
2,What are the symptoms of Increased intracranial pressure ?,0002166-3,symptoms,
3,How to diagnose Increased intracranial pressure ?,0002166-4,exams and tests,
4,What are the treatments for Increased intracranial pressure ?,0002166-5,treatment,
5,What is the outlook for Increased intracranial pressure ?,0002166-6,outlook,
6,What are the complications of Increased intracranial pressure ?,0002166-7,complications,
7,How to prevent Increased intracranial pressure ?,0002166-8,prevention,
0,What is (are) Indigestion ?,0002167-1,information,
1,What causes Indigestion ?,0002167-2,causes,
2,What to do for Indigestion ?,0002167-3,considerations,
3,Do I need to see a doctor for Indigestion ?,0002167-4,when to contact a medical professional,
4,What is the outlook for Indigestion ?,0002167-5,outlook,
0,What is (are) Indomethacin overdose ?,0002168-1,information,
1,What are the symptoms of Indomethacin overdose ?,0002168-4,symptoms,
2,What to do for Indomethacin overdose ?,0002168-5,considerations,
3,What is the outlook for Indomethacin overdose ?,0002168-8,outlook,
4,What is the outlook for Indomethacin overdose ?,0002168-9,outlook,
0,Do you have information about Indoor fitness routine,0002169-1,information,
0,What is (are) Inducing labor ?,0002170-1,information,
0,What is (are) Industrial bronchitis ?,0002171-1,information,
1,What causes Industrial bronchitis ?,0002171-2,causes,
2,What are the symptoms of Industrial bronchitis ?,0002171-3,symptoms,
3,How to diagnose Industrial bronchitis ?,0002171-4,exams and tests,
4,What are the treatments for Industrial bronchitis ?,0002171-5,treatment,
5,What is the outlook for Industrial bronchitis ?,0002171-6,outlook,
6,What are the complications of Industrial bronchitis ?,0002171-7,complications,
7,Do I need to see a doctor for Industrial bronchitis ?,0002171-8,when to contact a medical professional,
8,How to prevent Industrial bronchitis ?,0002171-9,prevention,
0,Do you have information about Indwelling catheter care,0002172-1,information,
0,Do you have information about Infant - newborn development,0002173-1,information,
0,What is (are) Infant botulism ?,0002174-1,information,
1,What causes Infant botulism ?,0002174-2,causes,
2,What are the symptoms of Infant botulism ?,0002174-3,symptoms,
3,How to diagnose Infant botulism ?,0002174-4,exams and tests,
4,What are the treatments for Infant botulism ?,0002174-5,treatment,
5,What is the outlook for Infant botulism ?,0002174-6,outlook,
6,What are the complications of Infant botulism ?,0002174-7,complications,
7,Do I need to see a doctor for Infant botulism ?,0002174-8,when to contact a medical professional,
8,How to prevent Infant botulism ?,0002174-9,prevention,
0,"Do you have information about Infant Formula  Buying, Preparing, Storing, and Feeding",0002175-1,information,
0,Do you have information about Infant formulas - overview,0002176-1,information,
0,Do you have information about Infant of a substance-abusing mother,0002177-1,information,
0,What is (are) Infant of diabetic mother ?,0002178-1,information,
1,What causes Infant of diabetic mother ?,0002178-2,causes,
2,What are the symptoms of Infant of diabetic mother ?,0002178-3,symptoms,
3,How to diagnose Infant of diabetic mother ?,0002178-4,exams and tests,
4,What are the treatments for Infant of diabetic mother ?,0002178-5,treatment,
5,What is the outlook for Infant of diabetic mother ?,0002178-6,outlook,
6,What are the complications of Infant of diabetic mother ?,0002178-7,complications,
7,Do I need to see a doctor for Infant of diabetic mother ?,0002178-8,when to contact a medical professional,
8,How to prevent Infant of diabetic mother ?,0002178-9,prevention,
0,What is (are) Infant reflexes ?,0002179-1,information,
1,What to do for Infant reflexes ?,0002179-2,considerations,
2,What causes Infant reflexes ?,0002179-3,causes,
3,Do I need to see a doctor for Infant reflexes ?,0002179-4,when to contact a medical professional,
4,What is the outlook for Infant reflexes ?,0002179-5,outlook,
0,What is (are) Infant test/procedure preparation ?,0002180-1,information,
1,What is (are) Infant test/procedure preparation ?,0002180-2,information,
0,What is (are) Infectious myringitis ?,0002181-1,information,
1,What causes Infectious myringitis ?,0002181-2,causes,
2,What are the symptoms of Infectious myringitis ?,0002181-3,symptoms,
3,What are the treatments for Infectious myringitis ?,0002181-4,treatment,
0,What is (are) Infertility ?,0002182-1,information,
1,What causes Infertility ?,0002182-2,causes,
2,How to diagnose Infertility ?,0002182-3,exams and tests,
3,What are the treatments for Infertility ?,0002182-4,treatment,
4,Where to find support for people with Infertility ?,0002182-5,support groups,
5,What is the outlook for Infertility ?,0002182-6,outlook,
6,Do I need to see a doctor for Infertility ?,0002182-7,when to contact a medical professional,
7,How to prevent Infertility ?,0002182-8,prevention,
0,What is (are) Infertility - resources ?,0002183-1,information,
0,Do you have information about Inflatable artificial sphincter,0002184-1,information,
0,What is (are) Influenza (flu) vaccine (Inactivated or Recombinant): What you need to know ?,0002185-1,information,
1,What is (are) Influenza (flu) vaccine (Inactivated or Recombinant): What you need to know ?,0002185-2,information,
0,"What is (are) Influenza (Flu) vaccine (Live, Intranasal): What you need to know ?",0002186-1,information,
1,"What is (are) Influenza (Flu) vaccine (Live, Intranasal): What you need to know ?",0002186-2,information,
0,Do you have information about Informed consent - adults,0002187-1,information,
0,What is (are) Ingrown toenail ?,0002188-1,information,
1,What causes Ingrown toenail ?,0002188-2,causes,
2,What are the symptoms of Ingrown toenail ?,0002188-3,symptoms,
3,How to diagnose Ingrown toenail ?,0002188-4,exams and tests,
4,What are the treatments for Ingrown toenail ?,0002188-5,treatment,
5,What is the outlook for Ingrown toenail ?,0002188-6,outlook,
6,What are the complications of Ingrown toenail ?,0002188-7,complications,
7,Do I need to see a doctor for Ingrown toenail ?,0002188-8,when to contact a medical professional,
8,How to prevent Ingrown toenail ?,0002188-9,prevention,
0,What is (are) Inguinal hernia - discharge ?,0002189-1,information,
1,What is the outlook for Inguinal hernia - discharge ?,0002189-2,outlook,
0,Do you have information about Inguinal hernia repair,0002190-1,information,
0,What is (are) Injury - kidney and ureter ?,0002191-1,information,
1,What causes Injury - kidney and ureter ?,0002191-2,causes,
2,What are the symptoms of Injury - kidney and ureter ?,0002191-3,symptoms,
3,How to diagnose Injury - kidney and ureter ?,0002191-4,exams and tests,
4,What are the treatments for Injury - kidney and ureter ?,0002191-5,treatment,
5,What is the outlook for Injury - kidney and ureter ?,0002191-6,outlook,
6,What are the complications of Injury - kidney and ureter ?,0002191-7,complications,
7,Do I need to see a doctor for Injury - kidney and ureter ?,0002191-8,when to contact a medical professional,
8,How to prevent Injury - kidney and ureter ?,0002191-9,prevention,
0,Do you have information about Ink poisoning,0002192-1,information,
0,Do you have information about Ink remover poisoning,0002193-1,information,
0,What is (are) Insect bites and stings ?,0002194-1,information,
1,What to do for Insect bites and stings ?,0002194-2,considerations,
2,What are the symptoms of Insect bites and stings ?,0002194-3,symptoms,
3,What to do for Insect bites and stings ?,0002194-4,considerations,
4,What to do for Insect bites and stings ?,0002194-5,considerations,
5,Do I need to see a doctor for Insect bites and stings ?,0002194-6,when to contact a medical professional,
6,How to prevent Insect bites and stings ?,0002194-7,prevention,
0,What is (are) Insecticide poisoning ?,0002195-1,information,
1,What are the symptoms of Insecticide poisoning ?,0002195-4,symptoms,
2,What to do for Insecticide poisoning ?,0002195-5,considerations,
3,What is the outlook for Insecticide poisoning ?,0002195-8,outlook,
4,What is the outlook for Insecticide poisoning ?,0002195-9,outlook,
0,Do you have information about Insidious,0002196-1,information,
0,What is (are) Insomnia - overview ?,0002197-1,information,
1,What causes Insomnia - overview ?,0002197-2,causes,
2,What are the symptoms of Insomnia - overview ?,0002197-3,symptoms,
3,How to diagnose Insomnia - overview ?,0002197-4,exams and tests,
4,What are the treatments for Insomnia - overview ?,0002197-5,treatment,
5,What is the outlook for Insomnia - overview ?,0002197-6,outlook,
6,Do I need to see a doctor for Insomnia - overview ?,0002197-7,when to contact a medical professional,
0,Do you have information about Inspection,0002198-1,information,
0,Do you have information about Insufficient cervix,0002199-1,information,
0,What is (are) Insulin C-peptide test ?,0002200-1,information,
1,Who is at risk for Insulin C-peptide test? ?,0002200-8,susceptibility,
0,What is (are) Insulinoma ?,0002201-1,information,
1,What causes Insulinoma ?,0002201-2,causes,
2,What are the symptoms of Insulinoma ?,0002201-3,symptoms,
3,How to diagnose Insulinoma ?,0002201-4,exams and tests,
4,What are the treatments for Insulinoma ?,0002201-5,treatment,
5,What is the outlook for Insulinoma ?,0002201-6,outlook,
6,What are the complications of Insulinoma ?,0002201-7,complications,
7,Do I need to see a doctor for Insulinoma ?,0002201-8,when to contact a medical professional,
0,What is (are) Intellectual disability ?,0002202-1,information,
1,What causes Intellectual disability ?,0002202-2,causes,
2,What are the symptoms of Intellectual disability ?,0002202-3,symptoms,
3,How to diagnose Intellectual disability ?,0002202-4,exams and tests,
4,What are the treatments for Intellectual disability ?,0002202-5,treatment,
5,Where to find support for people with Intellectual disability ?,0002202-6,support groups,
6,What is the outlook for Intellectual disability ?,0002202-7,outlook,
7,Do I need to see a doctor for Intellectual disability ?,0002202-8,when to contact a medical professional,
8,How to prevent Intellectual disability ?,0002202-9,prevention,
0,What is (are) Intercostal retractions ?,0002203-1,information,
1,What to do for Intercostal retractions ?,0002203-2,considerations,
2,What causes Intercostal retractions ?,0002203-3,causes,
3,Do I need to see a doctor for Intercostal retractions ?,0002203-4,when to contact a medical professional,
4,What is the outlook for Intercostal retractions ?,0002203-5,outlook,
0,What is (are) Intersex ?,0002204-1,information,
1,What causes Intersex ?,0002204-2,causes,
2,What are the symptoms of Intersex ?,0002204-3,symptoms,
3,How to diagnose Intersex ?,0002204-4,exams and tests,
4,What are the treatments for Intersex ?,0002204-5,treatment,
5,Where to find support for people with Intersex ?,0002204-6,support groups,
6,What is the outlook for Intersex ?,0002204-7,outlook,
7,Do I need to see a doctor for Intersex ?,0002204-8,when to contact a medical professional,
0,What is (are) Interstitial cystitis ?,0002205-1,information,
1,What causes Interstitial cystitis ?,0002205-2,causes,
2,What are the symptoms of Interstitial cystitis ?,0002205-3,symptoms,
3,How to diagnose Interstitial cystitis ?,0002205-4,exams and tests,
4,What are the treatments for Interstitial cystitis ?,0002205-5,treatment,
5,Where to find support for people with Interstitial cystitis ?,0002205-6,support groups,
